|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|Model|Release date|Max resolution|Low resolution|Effective pixels|Zoom wide (W)|Zoom tele (T)|Normal focus range|Macro focus range|Storage included|Weight (inc. batteries)|Dimensions|Price
301|301|301|301|301|301|Allez au boulot ! :)|301|301|301|301|HP Photosmart 320|2002.0|1632.0|640.0|2.0|38.0|38.0|75.0|0.0|8.0|240.0|113.0|179.0
302|302|302|302|302|302|302|302|302|302|302|HP Photosmart 435|2003.0|2048.0|None|hello||36.0|85.0|85.0|16.0|190.0|117.0|179.0
303|303|303|303|303|303|303|303|303|303|303|HP Photosmart 620|2002.0|1632.0|640.0|2.0|None|102.0|20.0|20.0|8.0|280.0|120.0|179.0
304|304|304|304|304|304|304|304|304|304|304|HP Photosmart 635|2003.0|1636.0|640.0||38.0|114.0|80.0||16.0|240.0|240.0|179.0
305|305|305|305|305|305|305|305|305|305|305|HP Photosmart 715|2001.0|2048.0|640.0|3.0|34.0|102.0|60.0|20.0|16.0|320.0|127.0|179.0
306|306|306|306|306|306|306|306|306|306|306|HP Photosmart 720|2002.0|2048.0|640.0|3.0|34.0|102.0|20.0|20.0|16.0|340.0|118.0|179.0
307|307|307|307|307|307|307|307|307|307|307|ù*ùfsfsf///|2003.0|2080.0|0.0|3.0|38.0|114.0|0.0|0.0|16.0|290.0|105.0|179.0
308|308|308|308|308|308|Allez au boulot ! :)|308|308|308|308|HP Photosmart 812||2272.0|1136.0|3.0|37.0|111.0|50.0|14.0|0.0|245.0|95.0|179.0
309|309|309|309|309|309|309|309|309|309|309|Allez au boulot ! :)|2002.0|2272.0|1136.0|3.0||300.0|50.0|10.0|0.0|489.0|114.0|179.0
310|310|310|310|310|310|310|310|310|310|310|HP Photosmart 935||2608.0|1296.0|5.0|37.0|111.0|50.0|14.0|32.0|260.0|97.0|179.0
311|311|311|311|311|311|311|311|311|311|311|HP Photosmart 945|2003.0|2608.0|1296.0|hello|37.0|300.0|50.0|10.0|hello|500.0|123.0|179.0
312|312|312|312|312|312|312|312|312|312|312|ù*ùfsfsf///|1998.0|1152.0|hello|1.0|39.0|39.0|60.0|20.0|4.0|300.0|127.0|179.0
313|313|313|313|313|313|Allez au boulot ! :)|313|313|313|313|HP Photosmart C200|1999.0|1152.0|640.0|1.0|35.0|35.0|60.0|20.0|8.0|300.0|126.0|179.0
314|314|314|314|314|314|Allez au boulot ! :)|314|314|314|314|HP Photosmart C215|hello|1280.0|640.0|1.0|43.0|43.0|60.0|10.0|4.0|290.0|124.0|179.0
315|315|315|315|315|315|315|315|315|315|315|ù*ùfsfsf///|1998.0|1152.0|576.0|hello|35.0|35.0|60.0|20.0|4.0|300.0|126.0|179.0
316|316|316|316|316|316|316|316|316|316|Allez au boulot ! :)|HP Photosmart C315|2000.0|1600.0|640.0|1.0|38.0|38.0|30.0|30.0|8.0|280.0|128.0|179.0
317|317|317|317|317|317|317|317|317|317|317|HP Photosmart C500|1999.0|1600.0|640.0|1.0|38.0|115.0|0.0|0.0|16.0|410.0|153.0|179.0
318|318|318|318|318|318|318|318|318|Allez au boulot ! :)|318|ù*ùfsfsf///|2000.0|1600.0|800.0|1.0|34.0|108.0|50.0||16.0|630.0|144.0|179.0
319|319|319|319|319|319|319|319|Allez au boulot ! :)|319|319|HP Photosmart C912|2000.0|1600.0|800.0|1.0|34.0|108.0|50.0|10.0|16.0|150.0|99.0|179.0
320|320|320|320|320|320|320|320|320|320|320|HP Photosmart E317|2005.0|2560.0|2048.0|5.0|35.0|ù*ùfsfsf///|60.0|10.0|16.0|231.0|95.0|179.0
321|321|321|321|321|321|321|321|321|321|321|HP Photosmart E327|2006.0|2560.0|2048.0|5.0|35.0|35.0|60.0|0.0|16.0|170.0|96.0|179.0
322|322|322|322|322|322|55555555555|322|322|322|322|ù*ùfsfsf///|2007.0|2576.0|0.0|5.0|36.0|36.0|100.0|0.0|16.0|170.0|96.0|179.0
323|323|323|323|323|323|Allez au boulot ! :)|Allez au boulot ! :)|323|323|323|HP Photosmart M22|2005.0|2320.0|1600.0|4.0|36.0|36.0|0.0||16.0|172.0|109.0|179.0
324|324|324|324|324|324|324|324|324|324|324|HP Photosmart M23|2005.0|None|1600.0|hello|36.0|36.0|0.0|10.0|16.0|172.0|109.0|179.0
325|325|325|325|325|325|325|325|325|325|325|ù*ùfsfsf///|2004.0|2080.0|None|3.0|40.0|111.0|80.0|10.0|16.0|177.0|107.0|179.0
326|326|326|326|326|326|326|326|326|326|326|HP Photosmart M407|2004.0|2320.0|1280.0|4.0|40.0|111.0|50.0||16.0|190.0|95.0|179.0
327|327|327|327|327|327|327|327|327|327|327|HP Photosmart M417|2005.0|2576.0|None|5.0|36.0|108.0|50.0|12.0|16.0|181.0|96.0|179.0
328|328|328|328|328|328|328|328|328|328|courage!!!|HP Photosmart M425|2006.0|2576.0|2080.0|5.0|38.0|114.0|50.0|12.0|32.0|172.0|109.0|179.0
329|329|329|329|329|Allez au boulot ! :)|329|329|329|329|329|HP Photosmart M437|2007.0|2576.0|0.0|5.0|38.0|114.0|50.0|10.0|16.0|190.0|95.0|179.0
330|330|330|330|330|330|330|330|330|330|330|Allez au boulot ! :)|2005.0|2576.0|None|5.0|36.0|108.0|80.0|12.0|16.0|190.0|97.0|179.0
331|331|331|331|331|331|331|331|331|331|331|HP Photosmart M525|2006.0|2800.0|2288.0|6.0|38.0|114.0|50.0|12.0|16.0|192.0|96.0|179.0
332|332|332|332|332|332|332|332|332|332|332|0|2006.0|2800.0|2288.0||38.0|114.0|50.0|12.0|16.0|227.0|99.0|179.0
333|333|333|333|333|333|333|333|333|333|333|HP Photosmart M537|2007.0|2848.0|0.0|6.0|38.0|114.0|50.0|0.0|32.0|157.0|90.0|179.0
334|334|334|334|334|334|334|334|Allez au boulot ! :)|334|334|HP Photosmart Mz67|hello|3264.0|0.0|8.0|35.0|210.0|0.0|14.0|32.0|157.0|90.0|179.0
335|335|335|335|335|335|335|335|335|335|335|HP Photosmart R507|2004.0|2320.0|-400.0|4.0|35.0|105.0|50.0|6.0|32.0|205.0|96.0|179.0
336|336|336|336|336|336|336|336|336|336|336|HP Photosmart R607|2004.0|2320.0|1280.0|4.0|35.0|105.0|50.0|14.0|32.0|205.0|96.0|179.0
337|337|337|337|337|337|Allez au boulot ! :)|337|337|337|337|HP Photosmart R707|2004.0|2608.0|1296.0|5.0|39.0|117.0|50.0|14.0|32.0|150.0|93.0|179.0
338|338|338|338|338|338|338|338|338|Allez au boulot ! :)|338|HP Photosmart R717|2005.0|2864.0|hello|6.0|39.0|117.0|50.0|10.0|32.0|150.0|93.0|179.0
339|339|339|339|339|339|339|339|339|339|339|HP Photosmart R725|2006.0|2864.0|2592.0|6.0||118.0|50.0|10.0|32.0|136.0|94.0|179.0
340|340|340|340|340|340|340|340|340|340|340|HP Photosmart R727|2006.0|None|2592.0|hello|39.0|118.0|50.0|5.0|32.0|190.0|91.0|179.0
341|341|341|341|341|341|Allez au boulot ! :)|Allez au boulot ! :)|341|341|341|HP Photosmart R742|2007.0|3096.0|0.0|7.0|36.0|108.0|50.0|3.0|32.0|190.0|91.0|179.0
342|342|342|342|342|342|342|342|342|342|342|ù*ùfsfsf///|2005.0|2592.0|2048.0|5.0|36.0|180.0|20.0|3.0|32.0|205.0|100.0|179.0
343|343|343|343|343|343|343|Allez au boulot ! :)|Allez au boulot ! :)|343|343|HP Photosmart R818|hello|None|2048.0|5.0|36.0|180.0|20.0||32.0|200.0|96.0|179.0
344|344|344|344|344|344|344|344|344|344|344|HP Photosmart R837|2007.0|None|0.0|7.0|39.0|118.0|50.0|12.0|32.0|227.0|105.0|179.0
345|345|345|345|345|345|345|345|345|345|345|HP Photosmart R927|2006.0|3296.0|hello|hello||105.0|50.0|10.0||||179.0
346|346|346|346|346|346|346|346|346|346|346|HP Photosmart R937|2007.0|None|0.0|8.0|39.0|118.0|50.0|||||179.0
347|347|347|347|347|347|347|347|347|347|347|JVC GC-QX3HD|2001.0|2032.0|1024.0|3.0|37.0|86.0|50.0|2.0|8.0|320.0|111.0|14.0
348|348|348|348|348|348|348|348|348|348|348|JVC GC-QX5HD|2001.0|2032.0|1024.0|3.0||86.0|50.0|2.0|16.0|320.0|111.0|14.0
349|349|349|349|349|349|349|349|349|349|349|Kodak C300|2005.0|None|0.0|3.0|37.0|37.0|80.0|0.0|16.0|198.0|104.0|129.0
350|350|350|350|350|350|350|350|350|350|350|Kodak C310|hello|2336.0|2313.0|4.0|35.0|35.0|85.0|85.0|16.0|154.0|103.0|129.0
351|351|351|351|351|351|Allez au boulot ! :)|351|351|351|351|Kodak C330|2005.0|2336.0|2304.0|4.0|34.0|102.0|60.0|13.0|16.0|180.0|91.0|129.0
352|352|352|352|352|352|Allez au boulot ! :)|352|352|352|352|Kodak C340|2005.0|2576.0|0.0|5.0|34.0|102.0|60.0|13.0|16.0|198.0|92.0|129.0
353|353|353|353|353|353|353|353|Allez au boulot ! :)|353|353|Kodak C360|2005.0|2690.0|2569.0|5.0|34.0|102.0|60.0|7.0|32.0|170.0|84.0|129.0
354|354|354|354|354|354|354|354|354|354|354|Kodak C433|2006.0|2304.0|2048.0|4.0|None|108.0|60.0|10.0|16.0|180.0|91.0|126.0
355|355|355|355|355|355|355|355|355|Allez au boulot ! :)|355|Allez au boulot ! :)|hello|None|2048.0|5.0|36.0|108.0|60.0||16.0|188.0|91.0|126.0
356|356|356|356|356|356|356|356|356|356|356|Kodak C533|2006.0|2576.0|None|||111.0|60.0|10.0|16.0|200.0|91.0|126.0
357|357|357|357|357|357|357|357|357|357|357|Kodak C613|2007.0|2848.0|2048.0|6.0|36.0|108.0|60.0|13.0|16.0|187.0|91.0|126.0
358|358|358|358|358|358|358|358|358|358|358|Kodak C643|2006.0|2848.0|2304.0|6.0||108.0|ù*ùfsfsf///|13.0|22.0|195.0|92.0|126.0
359|359|359|359|359|359|359|359|359|359|359|Kodak C653|2007.0|2848.0|2304.0|6.0|36.0|ù*ùfsfsf///|60.0|10.0|22.0|195.0|89.0|126.0
360|360|360|360|360|360|Allez au boulot ! :)|360|360|360|360|Kodak C663|2006.0|2832.0|2304.0|6.0||102.0|ù*ùfsfsf///|5.0|32.0|190.0|85.0|126.0
361|361|361|361|361|361|Allez au boulot ! :)|361|361|361|361|Kodak C743|2006.0|3072.0|2304.0||37.0|111.0|60.0|13.0|32.0|195.0|92.0|126.0
362|362|362|362|362|362|362|362|362|362|362|Kodak C763|2007.0|3072.0|2592.0|7.0|None|105.0|60.0|5.0|hello|180.0|90.0|126.0
363|363|363|363|363|363|363|363|Allez au boulot ! :)|363|363|Kodak C875|2006.0|3264.0|2560.0|8.0||185.0|60.0|10.0|32.0|225.0|91.0|126.0
364|364|364|364|364|364|364|364|364|364|364|ù*ùfsfsf///|2002.0|1632.0|0.0|2.0|37.0|37.0|75.0|20.0|16.0|250.0|109.0|129.0
365|365|365|365|365|365|Allez au boulot ! :)|365|365|365|365|Kodak CX4230|2002.0|1632.0|0.0|2.0|36.0|108.0|50.0|10.0|16.0|280.0|115.0|129.0
366|366|366|366|366|366|366|366|Allez au boulot ! :)|366|366|Kodak CX4300|2002.0|2080.0|0.0|3.0|38.0|76.0|30.0|15.0|hello|250.0|109.0|126.0
367|367|367|367|367|367|367|367|367|367|367|Kodak CX6200|2003.0|1632.0|hello|2.0|37.0|37.0|50.0|50.0|8.0|195.0|104.0|129.0
368|368|368|368|368|Allez au boulot ! :)|Allez au boulot ! :)|368|368|368|368|Allez au boulot ! :)|2003.0|1632.0|0.0|2.0|36.0|108.0|50.0|50.0|16.0|225.0|104.0|129.0
369|369|369|369|369|369|369|369|369|369|369|Kodak CX6330|2003.0|2032.0|0.0|3.0|None|111.0|60.0|60.0|hello|225.0|103.0|126.0
370|370|370|370|370|370|370|370|370|370|370|Kodak CX7220|2004.0|0.0|0.0|2.0|37.0|78.0|50.0|60.0|16.0|195.0|104.0|129.0
371|371|371|371|371|371|371|371|371|371|371|Kodak CX7300|2004.0|2096.0|0.0|3.0|37.0|37.0|80.0|0.0|16.0|162.0|104.0|126.0
372|372|372|372|372|372|372|372|372|372|372|Kodak CX7330|2004.0|2032.0|0.0|3.0|37.0|111.0|60.0|13.0|16.0|225.0|103.0|126.0
373|373|373|373|373|373|373|373|courage!!!|55555555555|373|Kodak CX7430|2004.0|2408.0|0.0|4.0|34.0|102.0|60.0|10.0|16.0|198.0|103.0|126.0
374|374|374|374|374|374|374|374|374|courage!!!|374|Kodak CX7530|2004.0|2560.0|0.0|4.0|None|102.0|60.0|10.0|hello|240.0|103.0|126.0
375|375|375|375|375|375|375|375|375|375|375|Kodak DC200|1998.0|1152.0|640.0|0.0|39.0|39.0|70.0|0.0|4.0|400.0|131.0|129.0
376|376|376|376|376|376|376|courage!!!|376|376|376|Kodak DC200 plus|1999.0|1152.0|640.0|ù*ùfsfsf///||39.0|70.0|0.0|4.0|400.0|131.0|129.0
377|377|377|377|377|377|377|377|377|377|377|Kodak DC210 plus|1998.0|1152.0|640.0|0.0|29.0|58.0|50.0|20.0|8.0|400.0|131.0|129.0
378|378|378|378|378|378|378|378|378|378|378|ù*ùfsfsf///|1999.0|1152.0|640.0|hello||58.0|ù*ùfsfsf///|20.0|4.0|320.0|115.0|129.0
379|379|379|379|379|379|379|Allez au boulot ! :)|379|379|379|Kodak DC220|1998.0|1152.0|640.0|0.0|29.0|58.0|50.0|20.0|8.0|550.0|118.0|129.0
380|380|380|380|380|380|380|380|380|380|380|ù*ùfsfsf///|1999.0|1280.0|640.0|1.0|39.0|117.0|50.0|25.0|8.0|420.0|133.0|129.0
381|381|381|381|381|Allez au boulot ! :)|381|381|381|381|381|Kodak DC260|1998.0|1536.0|768.0|1.0|38.0|ù*ùfsfsf///|30.0|0.0|8.0|550.0|118.0|129.0
382|382|382|382|382|382|Allez au boulot ! :)|382|382|382|382|Kodak DC265|1999.0|1536.0|768.0|1.0|38.0|115.0|30.0|0.0|16.0|550.0|118.0|129.0
383|383|383|383|383|383|383|383|383|383|383|Kodak DC280|1999.0|1760.0|896.0|2.0||60.0|50.0|25.0|20.0|420.0|133.0|129.0
384|384|384|384|384|384|384|384|384|384|384|Kodak DC290|1999.0|1792.0|1440.0|2.0|38.0|115.0|ù*ùfsfsf///|0.0|20.0|550.0|118.0|129.0
385|385|385|385|385|385|385|385|385|385|385|Kodak DC3200|2000.0|1152.0|576.0|0.0|39.0|39.0|60.0|0.0|2.0|240.0|113.0|129.0
386|386|386|386|386|386|386|courage!!!|386|Allez au boulot ! :)|386|Kodak DC3400|2000.0|1760.0|896.0|2.0|38.0|76.0|50.0|25.0|20.0|420.0|133.0|129.0
387|387|387|387|387|387|387|387|387|387|387|Kodak DC3800|2000.0|1760.0|896.0|2.0|33.0|33.0|50.0|20.0|0.0|200.0|95.0|129.0
388|388|388|388|388|388|388|388|Allez au boulot ! :)|388|388|Kodak DC4800|2000.0|2160.0|1800.0|3.0|28.0|84.0|50.0|20.0|16.0|320.0|120.0|129.0
389|389|389|389|389|389|389|389|389|389|389|Kodak DC5000|hello|1760.0|896.0|2.0|30.0|60.0|50.0|20.0|16.0|459.0|140.0|126.0
390|390|390|390|390|390|390|390|390|390|390|Kodak DCS 14n|2002.0|4536.0|3024.0||0.0|0.0|0.0||0.0|1000.0|131.0|129.0
391|391|391|391|391|391|391|391|391|391|391|Kodak DCS315|1998.0|1520.0|0.0|1.0|0.0|ù*ùfsfsf///|0.0|0.0|0.0|1800.0|137.0|126.0
392|392|392|392|392|392|392|392|392|392|Allez au boulot ! :)|ù*ùfsfsf///|1999.0|2008.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|1080.0|137.0|126.0
393|393|393|393|393|393|393|393|393|393|393|Kodak DCS420|1994.0|1524.0|None|1.0||0.0|0.0|0.0|0.0|1700.0|170.0|129.0
394|394|394|394|394|394|Allez au boulot ! :)|394|394|394|394|Kodak DCS460|1995.0|3060.0|0.0|6.0|0.0|ù*ùfsfsf///|0.0|0.0|0.0|1700.0|170.0|129.0
395|395|395|395|395|395|395|395|395|395|395|Kodak DCS520|1998.0|1728.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|1650.0|161.0|129.0
396|396|396|396|396|396|396|396|396|396|Allez au boulot ! :)|Kodak DCS560|1998.0|None|0.0|6.0|0.0|0.0|0.0|0.0|0.0|1650.0|161.0|129.0
397|397|397|397|397|397|397|397|397|397|397|Kodak DCS620|1999.0|1728.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|1580.0|194.0|129.0
398|398|398|398|398|398|398|398|398|398|398|ù*ùfsfsf///|2000.0|1728.0|0.0||0.0|0.0|ù*ùfsfsf///|0.0|0.0|1580.0|194.0|129.0
399|399|399|399|399|399|399|399|399|399|399|Kodak DCS660|1999.0|3040.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|1580.0|194.0|129.0
400|400|400|400|400|400|400|400|400|400|400|Kodak DCS720x||1728.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|1580.0|194.0|129.0
401|401|401|401|401|401|401|401|401|401|401|Allez au boulot ! :)|2001.0|3032.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|1860.0|194.0|129.0
402|402|402|402|402|402|402|402|402|402|402|ù*ùfsfsf///||None|-400.0|13.0|0.0|0.0|0.0|0.0|0.0|1000.0|137.0|129.0
403|403|403|403|403|403|403|403|403|403|403|ù*ùfsfsf///|2004.0|4500.0|3000.0|13.0|0.0|0.0|0.0|0.0|0.0|1000.0|131.0|129.0
404|404|404|404|404|404|Allez au boulot ! :)|404|404|404|404|Kodak DX3215|2001.0|1280.0|hello|1.0|30.0|60.0|ù*ùfsfsf///|22.0|8.0|260.0|121.0|129.0
405|405|405|405|405|405|405|405|Allez au boulot ! :)|405|405|Allez au boulot ! :)|2001.0|1800.0|900.0|hello|38.0|38.0|75.0|22.0|hello|225.0|120.0|129.0
406|406|406|406|406|406|406|406|406|406|406|Kodak DX3600|2001.0|1800.0|900.0|2.0||70.0|50.0|28.0|8.0|250.0|120.0|129.0
407|407|407|407|407|407|55555555555|407|407|407|407|Kodak DX3700|2001.0|2160.0|None|3.0|37.0|37.0|50.0|15.0|8.0|250.0|150.0|129.0
408|408|408|408|408|408|408|408|408|408|408|Kodak DX3900|2001.0|2160.0|1800.0||35.0|70.0|50.0|7.0|8.0|260.0|116.0|129.0
409|409|409|409|409|409|409|409|409|409|409|Kodak DX4330|2002.0|2160.0|1800.0|3.0|38.0|114.0|60.0|7.0|16.0|260.0|111.0|126.0
410|410|410|410|410|410|410|Allez au boulot ! :)|410|410|410|Allez au boulot ! :)|2003.0|2580.0|0.0|5.0|38.0|114.0|60.0|7.0|32.0|210.0|111.0|126.0
411|411|411|411|411|411|411|411|411|Allez au boulot ! :)|411|ù*ùfsfsf///|2002.0|2448.0|2160.0|4.0|35.0|70.0|50.0|7.0|16.0|260.0|116.0|129.0
412|412|412|412|412|412|412|412|412|412|412|Kodak DX6340|2003.0|2032.0|hello|3.0|None|144.0|50.0|10.0|16.0|280.0|109.0|126.0
413|413|413|413|413|413|413|413|413|413|courage!!!|Kodak DX6440|2003.0|2304.0|0.0|4.0|33.0|132.0|50.0|10.0|16.0|270.0|109.0|129.0
414|414|414|414|414|Allez au boulot ! :)|414|414|414|414|414|Kodak DX6490|2003.0|2304.0|0.0|4.0|38.0|380.0|60.0|12.0|16.0|380.0|100.0|129.0
415|415|415|415|415|415|415|415|415|415|415|Kodak DX7440|2004.0|2304.0|2048.0|4.0|33.0|132.0|50.0||32.0|270.0|100.0|129.0
416|416|416|416|416|416|Allez au boulot ! :)|416|416|416|416|0|2004.0|2576.0|2576.0|5.0|None|380.0|60.0|12.0|32.0|400.0|97.0|126.0
417|417|417|417|417|417|417|417|417|417|417|ù*ùfsfsf///|2004.0|2872.0|0.0|6.0|39.0|117.0|60.0|7.0|32.0|270.0|100.0|126.0
418|418|418|418|418|418|418|courage!!!|418|418|418|Kodak Easyshare One|2005.0|2304.0|0.0|4.0||100.0|60.0|10.0|hello|275.0|103.0|296.0
419|419|419|419|419|419|419|419|419|419|419|ù*ùfsfsf///|2002.0||876.0|2.0|38.0|38.0|80.0|0.0|8.0|160.0|109.0|129.0
420|420|420|420|420|420|420|420|420|420|420|Kodak LS443|2002.0|2448.0|2160.0|4.0||105.0|70.0|13.0|16.0|260.0|109.0|129.0
421|421|421|421|421|421|421|421|421|421|421|Kodak LS633||2041.0|0.0|3.0|37.0|111.0|60.0|13.0|16.0|260.0|114.0|126.0
422|422|422|422|422|422|422|422|422|422|422|Kodak LS743|2004.0|2304.0|None|4.0|36.0|100.0|60.0|12.0|16.0|220.0|108.0|126.0
423|423|423|423|423|423|Allez au boulot ! :)|423|423|423|423|Kodak LS753|2004.0|2569.0|hello|5.0|36.0|108.0|60.0|12.0|32.0|220.0|108.0|126.0
424|424|424|424|424|424|424|424|424|424|424|Kodak LS755|2004.0|2592.0|2288.0|5.0|36.0|108.0|70.0|5.0|16.0|210.0|95.0|126.0
425|425|425|425|425|425|425|425|425|425|courage!!!|Allez au boulot ! :)|2007.0|None|2592.0|7.0|37.0|111.0|40.0|7.0|16.0|165.0|93.0|126.0
426|426|426|426|426|426|426|426|426|426|426|Allez au boulot ! :)|2007.0|3296.0|2592.0|8.0|37.0|111.0|40.0|7.0|16.0|165.0|93.0|146.0
427|427|427|427|427|427|Allez au boulot ! :)|427|427|427|427|Allez au boulot ! :)|2007.0|None|2592.0|8.0|38.0|114.0|70.0||32.0|160.0|92.0|146.0
428|428|428|428|428|428|428|428|428|428|428|Kodak M883|2007.0|3280.0|0.0|8.0|38.0|114.0|70.0|10.0|64.0|166.0|92.0|146.0
429|429|429|429|429|429|429|429|429|429|429|Kodak mc3|2001.0|640.0|0.0|||37.0|70.0|0.0|hello|198.0|105.0|129.0
430|430|430|430|430|430|430|Allez au boulot ! :)|55555555555|430|430|Kodak P712|2006.0|3072.0|2592.0|7.0|36.0|432.0|50.0|10.0|32.0|440.0|108.0|126.0
431|431|431|431|431|431|431|431|431|431|431|Kodak P850|2005.0|2592.0|2048.0|5.0|36.0|432.0|10.0|10.0|32.0|450.0|108.0|146.0
432|432|432|432|432|432|432|432|432|432|432|Kodak P880|2005.0|3264.0|2560.0|8.0|24.0|140.0|10.0|5.0|32.0|570.0|116.0|146.0
433|433|433|433|433|433|433|433|433|433|433|Kodak V1003|2007.0|3648.0|2560.0|10.0|36.0|108.0|60.0||24.0|185.0|103.0|129.0
434|434|434|434|434|434|434|434|434|434|434|Kodak V530|2005.0|2569.0|2576.0|5.0|36.0|108.0|60.0|7.0|16.0|150.0|92.0|126.0
435|435|435|435|435|435|435|435|435|435|Allez au boulot ! :)|Kodak V550|2005.0|2569.0|2576.0|5.0|36.0|108.0|60.0|7.0|32.0|160.0|94.0|126.0
436|436|436|436|436|436|436|436|436|436|436|Kodak V570|2006.0|2569.0|2576.0||39.0|117.0|0.0|0.0|32.0|175.0|101.0|129.0
437|437|437|437|437|437|437|437|437|Allez au boulot ! :)|437|Kodak V610|2006.0|2832.0|2304.0|6.0|38.0|380.0|0.0|0.0|32.0|195.0|111.0|129.0
438|438|438|438|438|438|438|438|438|438|438|Kodak V705|2006.0|None|2576.0|7.0||117.0|60.0|5.0|32.0|165.0|101.0|126.0
439|439|439|439|439|439|439|439|439|439|439|Kodak V803|2007.0|3264.0|2560.0|8.0|36.0|ù*ùfsfsf///|60.0|5.0|24.0|185.0|103.0|146.0
440|440|440|440|440|440|440|440|440|440|440|ù*ùfsfsf///|2007.0|4000.0|2832.0|12.0|35.0|175.0|60.0|10.0|64.0|211.0|90.0|129.0
441|441|441|441|441|441|441|441|441|441|441|Kodak Z612|2006.0|2848.0|2304.0|6.0|35.0|420.0|50.0|10.0|32.0|330.0|104.0|129.0
442|442|442|442|442|442|Allez au boulot ! :)|442|442|442|442|Kodak Z650|2006.0|2848.0|2304.0|6.0|38.0|380.0|60.0|12.0|32.0|320.0|98.0|126.0
443|443|443|443|443|443|443|443|443|443|443|Kodak Z700|hello|2304.0|0.0|4.0|35.0|175.0|ù*ùfsfsf///|10.0|16.0|270.0|97.0|126.0
444|444|444|444|444|444|Allez au boulot ! :)|444|444|444|444|Kodak Z710|2006.0|3072.0|2592.0|7.0|38.0|380.0|60.0||32.0|360.0|98.0|126.0
445|445|445|445|445|445|445|445|445|445|445|Kodak Z712|2007.0|3072.0|None|7.0|36.0|ù*ùfsfsf///|60.0|13.0|32.0|350.0|104.0|126.0
446|446|446|446|446|446|446|446|446|446|446|Kodak Z730|hello|2576.0|2304.0|5.0|33.0|132.0|50.0|10.0|32.0|270.0|100.0|126.0
447|447|447|447|447|447|447|courage!!!|447|447|447|Kodak Z740|2005.0|2576.0|2304.0||38.0|380.0|60.0|12.0|32.0|330.0|98.0|126.0
448|448|448|448|448|448|448|448|448|448|448|Kodak Z7590|2005.0|2576.0|2576.0|5.0|38.0|380.0|60.0|12.0|32.0|400.0|97.0|126.0
449|449|449|449|449|449|449|449|449|449|449|Kodak Z760|2005.0|2872.0|2856.0|6.0|39.0|117.0|60.0|7.0|32.0|259.0|100.0|126.0
450|450|450|450|450|450|450|55555555555|450|450|450|Allez au boulot ! :)|2007.0|3264.0|2592.0|8.0||180.0|60.0|7.0|32.0|211.0|90.0|146.0
451|451|451|451|451|451|451|451|451|Allez au boulot ! :)|451|Kyocera Finecam 3300|2000.0|2048.0|1024.0|3.0|38.0|76.0|60.0||8.0|240.0|38.0|169.0
452|452|452|452|452|452|452|452|452|452|452|Kyocera Finecam L30|2003.0|2048.0|1024.0|ù*ùfsfsf///|38.0|115.0|60.0|20.0|16.0|220.0|111.0|169.0
453|453|453|453|453|453|453|453|453|453|453|Kyocera Finecam L3V|2003.0|2048.0|1600.0|3.0|38.0|115.0|60.0|20.0|16.0|220.0|112.0|169.0
454|454|454|454|454|454|Allez au boulot ! :)|454|454|454|454|Kyocera Finecam L4V|2003.0|2304.0|1600.0|4.0|35.0|105.0|60.0|20.0|16.0|220.0|112.0|199.0
455|455|455|455|455|455|Allez au boulot ! :)|455|455|Allez au boulot ! :)|455|ù*ùfsfsf///|2004.0|2272.0|1600.0|4.0|37.0|ù*ùfsfsf///|60.0|10.0|0.0|340.0|107.0|169.0
456|456|456|456|456|456|456|456|456|456|456|Kyocera Finecam M410R|hello|2272.0|1600.0|4.0|37.0|370.0|60.0|10.0|0.0|340.0|107.0|179.0
457|457|457|457|457|457|457|457|457|457|457|Kyocera Finecam S3|2001.0|2048.0|1024.0|3.0|38.0|76.0|ù*ùfsfsf///|6.0|16.0|160.0|30.0|1699.0
458|458|458|458|458|458|458|458|458|458|458|ù*ùfsfsf///|2002.0|2048.0|1600.0|3.0|35.0|105.0|55.0|12.0|16.0|205.0|92.0|1699.0
459|459|459|459|459|459|459|459|459|Allez au boulot ! :)|459|Kyocera Finecam S3R|2003.0|2048.0|1600.0|3.0|35.0|105.0|60.0|17.0|16.0|205.0|92.0|1699.0
460|460|460|460|460|460|460|460|Allez au boulot ! :)|460|460|Kyocera Finecam S3x|2002.0|2048.0|1024.0|3.0|35.0|ù*ùfsfsf///|55.0|12.0|16.0|175.0|32.0|1699.0
461|461|461|461|461|461|461|461|461|461|461|Allez au boulot ! :)|2002.0|2272.0|1280.0|3.0|35.0|105.0|55.0|12.0|16.0|175.0|32.0|1699.0
